SessionID,UserID,DeviceType,Country,ReferralSource,step1_home,step2_product,step3_cart,step4_checkout,step5_confirm,is_purchased
session_115,user_2619,Tablet,UK,Direct,1,1,0,0,0,0
session_1150,user_1625,Tablet,India,Email,1,0,0,0,0,0
session_1151,user_1025,Mobile,France,Direct,1,1,1,1,1,1
session_1152,user_2800,Tablet,UK,Social Media,1,1,0,0,0,0
session_1153,user_1416,Mobile,UK,Social Media,1,1,0,0,0,0
session_1154,user_1131,Desktop,Germany,Email,1,1,0,0,0,0
session_1155,user_1102,Desktop,UK,Social Media,1,1,1,1,1,1
session_1156,user_1589,Mobile,France,Social Media,1,0,0,0,0,0
session_1157,user_2147,Mobile,France,Direct,1,1,0,0,0,0
session_1158,user_2251,Mobile,India,Google,1,1,0,0,0,0
session_1159,user_2007,Mobile,Canada,Email,1,1,0,0,0,0
session_116,user_1385,Tablet,Germany,Email,1,1,0,0,0,0
session_1160,user_2843,Desktop,India,Direct,1,1,0,0,0,0
session_1161,user_2917,Mobile,France,Google,1,1,1,1,1,1
session_1162,user_2698,Mobile,India,Social Media,1,1,0,0,0,0
session_1163,user_2427,Tablet,Germany,Email,1,0,0,0,0,0
session_1164,user_1863,Mobile,India,Direct,1,1,1,0,0,0
session_1165,user_1342,Desktop,USA,Direct,1,1,0,0,0,0
session_1166,user_1607,Tablet,India,Google,1,1,1,0,0,0
session_1167,user_1671,Desktop,UK,Direct,1,1,0,0,0,0
session_1168,user_1606,Tablet,UK,Direct,1,1,1,1,0,0
session_1169,user_1203,Tablet,France,Email,1,1,1,1,1,1
session_117,user_1679,Tablet,UK,Social Media,1,1,0,0,0,0
session_1170,user_2340,Tablet,Germany,Social Media,1,0,0,0,0,0
session_1171,user_2899,Tablet,Australia,Direct,1,1,0,0,0,0
session_1172,user_2887,Desktop,Australia,Email,1,1,1,1,1,1
session_1173,user_2145,Desktop,UK,Social Media,1,1,0,0,0,0
session_1174,user_2623,Mobile,India,Social Media,1,1,0,0,0,0
session_1175,user_2022,Tablet,India,Google,1,1,1,1,1,1
session_1176,user_2059,Desktop,UK,Social Media,1,1,0,0,0,0
session_1177,user_1680,Desktop,Canada,Google,1,1,0,0,0,0
session_1178,user_1015,Desktop,Canada,Google,1,1,1,1,1,1
session_1179,user_1090,Mobile,UK,Google,1,0,0,0,0,0
session_118,user_2114,Mobile,USA,Direct,1,1,0,0,0,0
session_1180,user_1678,Mobile,Australia,Google,1,1,0,0,0,0
session_1181,user_1622,Tablet,Canada,Email,1,1,1,1,1,1
session_1182,user_2891,Desktop,India,Social Media,1,1,0,0,0,0
session_1183,user_1977,Mobile,UK,Social Media,1,1,0,0,0,0
session_1184,user_1977,Desktop,Canada,Social Media,1,1,0,0,0,0
session_1185,user_2265,Mobile,Germany,Social Media,1,1,1,1,0,0
session_1186,user_2708,Mobile,Australia,Direct,1,1,0,0,0,0
session_1187,user_2851,Desktop,Germany,Email,1,1,1,1,1,1
session_1188,user_1202,Desktop,Germany,Direct,1,1,0,0,0,0
session_1189,user_2442,Mobile,Canada,Google,1,1,0,0,0,0
session_119,user_2996,Tablet,UK,Social Media,1,1,1,1,1,1
session_1190,user_1650,Mobile,Germany,Direct,1,1,0,0,0,0
session_1191,user_1740,Tablet,Australia,Email,1,1,0,0,0,0
session_1192,user_1538,Desktop,India,Google,1,1,1,0,0,0
session_1193,user_1199,Desktop,India,Direct,1,1,0,0,0,0
session_1194,user_1978,Tablet,Germany,Direct,1,0,0,0,0,0
session_1195,user_2009,Desktop,USA,Google,1,1,0,0,0,0
session_1196,user_1008,Tablet,USA,Google,1,1,1,1,1,1
session_1197,user_1194,Tablet,Australia,Google,1,1,1,1,1,1
session_1198,user_2481,Tablet,India,Google,1,0,0,0,0,0
session_1199,user_2843,Mobile,UK,Direct,1,1,0,0,0,0
session_12,user_2907,Mobile,France,Email,1,1,1,0,0,0
session_120,user_1976,Mobile,Germany,Social Media,1,1,1,1,1,1
session_1200,user_2364,Tablet,USA,Google,1,1,1,0,0,0
session_1201,user_2032,Desktop,UK,Google,1,1,1,1,0,0
session_1202,user_2792,Desktop,UK,Email,1,1,0,0,0,0
session_1203,user_1783,Desktop,Germany,Direct,1,1,0,0,0,0
session_1204,user_1846,Tablet,France,Email,1,1,0,0,0,0
session_1205,user_2045,Tablet,Australia,Direct,1,1,0,0,0,0
session_1206,user_1041,Desktop,France,Social Media,1,1,1,1,1,1
session_1207,user_1689,Mobile,UK,Direct,1,0,0,0,0,0
session_1208,user_2160,Tablet,India,Email,1,1,0,0,0,0
session_1209,user_2004,Tablet,India,Direct,1,1,0,0,0,0
session_121,user_2762,Tablet,Germany,Email,1,1,1,0,0,0
session_1210,user_2416,Desktop,UK,Google,1,1,0,0,0,0
session_1211,user_2496,Mobile,UK,Google,1,1,1,1,1,1
session_1212,user_2204,Mobile,Canada,Social Media,1,1,0,0,0,0
session_1213,user_1641,Tablet,USA,Email,1,1,1,1,1,1
session_1214,user_2091,Desktop,USA,Email,1,1,1,1,1,1
session_1215,user_2141,Desktop,UK,Direct,1,0,0,0,0,0
session_1216,user_2068,Mobile,USA,Direct,1,0,0,0,0,0
session_1217,user_1257,Tablet,USA,Google,1,1,0,0,0,0
session_1218,user_3001,Mobile,Australia,Google,1,1,0,0,0,0
session_1219,user_2885,Mobile,Germany,Google,1,1,0,0,0,0
session_122,user_2875,Desktop,UK,Google,1,1,0,0,0,0
session_1220,user_1041,Tablet,Canada,Email,1,1,1,0,0,0
session_1221,user_1808,Mobile,France,Google,1,0,0,0,0,0
session_1222,user_2588,Desktop,Germany,Direct,1,0,0,0,0,0
session_1223,user_1858,Tablet,Canada,Email,1,1,0,0,0,0
session_1224,user_1732,Tablet,Canada,Email,1,1,0,0,0,0
session_1225,user_1083,Tablet,UK,Direct,1,1,0,0,0,0
session_1226,user_1196,Desktop,India,Google,1,1,1,1,1,1
session_1227,user_1066,Mobile,USA,Google,1,1,1,0,0,0
session_1228,user_1118,Tablet,Australia,Google,1,0,0,0,0,0
session_1229,user_1954,Mobile,UK,Email,1,1,1,1,1,1
session_123,user_2142,Mobile,Canada,Social Media,1,1,0,0,0,0
session_1230,user_1485,Mobile,UK,Direct,1,0,0,0,0,0
session_1231,user_2987,Tablet,France,Google,1,1,1,1,1,1
session_1232,user_1237,Desktop,India,Email,1,0,0,0,0,0
session_1233,user_1378,Tablet,UK,Direct,1,1,1,1,1,1
session_1234,user_1215,Tablet,USA,Direct,1,0,0,0,0,0
session_1235,user_2357,Mobile,Canada,Google,1,0,0,0,0,0
session_1236,user_2250,Mobile,Germany,Social Media,1,1,0,0,0,0
session_1237,user_1890,Mobile,Germany,Email,1,1,0,0,0,0
session_1238,user_2345,Mobile,USA,Google,1,1,0,0,0,0
session_1239,user_1080,Desktop,Germany,Email,1,1,0,0,0,0
session_124,user_1156,Desktop,Germany,Social Media,1,1,1,1,1,1
session_1240,user_1858,Tablet,Australia,Google,1,0,0,0,0,0
session_1241,user_1616,Tablet,Germany,Social Media,1,1,1,1,0,0
session_1242,user_1771,Tablet,Australia,Email,1,1,0,0,0,0
session_1243,user_2159,Mobile,UK,Social Media,1,1,1,1,1,1
session_1244,user_2635,Desktop,Australia,Direct,1,0,0,0,0,0
session_1245,user_1243,Mobile,Canada,Email,1,0,0,0,0,0
session_1246,user_2305,Desktop,India,Direct,1,0,0,0,0,0
session_1247,user_1474,Tablet,France,Google,1,1,1,1,1,1
session_1248,user_1949,Tablet,France,Google,1,1,0,0,0,0
session_1249,user_2949,Desktop,UK,Google,1,1,0,0,0,0
session_125,user_1471,Tablet,India,Email,1,1,0,0,0,0
session_1250,user_1616,Tablet,UK,Email,1,1,0,0,0,0
session_1251,user_1840,Tablet,Germany,Email,1,1,0,0,0,0
session_1252,user_1923,Tablet,Germany,Direct,1,0,0,0,0,0
session_1253,user_1598,Mobile,USA,Direct,1,1,1,1,1,1
session_1254,user_2451,Mobile,Germany,Email,1,1,1,1,0,0
session_1255,user_2471,Tablet,Canada,Direct,1,1,1,0,0,0
session_1256,user_1583,Mobile,UK,Google,1,1,0,0,0,0
session_1257,user_1138,Desktop,Australia,Email,1,1,1,1,1,1
session_1258,user_1763,Mobile,USA,Social Media,1,1,0,0,0,0
session_1259,user_1038,Tablet,France,Social Media,1,1,1,1,0,0
session_126,user_2713,Mobile,USA,Direct,1,0,0,0,0,0
session_1260,user_1036,Mobile,Australia,Google,1,1,1,1,0,0
session_1261,user_2051,Mobile,France,Social Media,1,1,0,0,0,0
session_1262,user_2839,Desktop,India,Google,1,1,1,1,1,1
session_1263,user_2498,Mobile,UK,Direct,1,1,0,0,0,0
session_1264,user_1524,Tablet,Australia,Email,1,1,0,0,0,0
session_1265,user_2917,Mobile,Australia,Email,1,1,1,1,1,1
session_1266,user_1161,Mobile,USA,Social Media,1,1,1,1,1,1
session_1267,user_2189,Mobile,Australia,Google,1,1,0,0,0,0
session_1268,user_1183,Desktop,UK,Social Media,1,1,0,0,0,0
session_1269,user_1676,Mobile,France,Email,1,0,0,0,0,0
session_127,user_2168,Tablet,India,Email,1,1,1,0,0,0
session_1270,user_1479,Tablet,India,Direct,1,1,0,0,0,0
session_1271,user_1052,Tablet,Canada,Direct,1,1,0,0,0,0
session_1272,user_1324,Mobile,France,Email,1,1,1,1,1,1
session_1273,user_1709,Tablet,UK,Direct,1,1,1,1,1,1
session_1274,user_2361,Tablet,India,Email,1,0,0,0,0,0
session_1275,user_1174,Tablet,Canada,Google,1,0,0,0,0,0
session_1276,user_1650,Mobile,Canada,Google,1,1,1,0,0,0
session_1277,user_1347,Tablet,Canada,Google,1,1,0,0,0,0
session_1278,user_1422,Mobile,Australia,Email,1,1,0,0,0,0
session_1279,user_2165,Mobile,Australia,Social Media,1,1,1,1,1,1
session_128,user_2126,Desktop,UK,Direct,1,1,1,1,1,1
session_1280,user_1998,Tablet,Australia,Direct,1,1,1,0,0,0
session_1281,user_1950,Desktop,Canada,Social Media,1,0,0,0,0,0
session_1282,user_2231,Tablet,Canada,Direct,1,1,1,0,0,0
session_1283,user_2746,Tablet,Germany,Email,1,0,0,0,0,0
session_1284,user_2656,Desktop,Germany,Google,1,1,1,1,1,1
session_1285,user_2395,Mobile,Germany,Direct,1,1,1,1,1,1
session_1286,user_1394,Desktop,India,Direct,1,1,0,0,0,0
session_1287,user_2912,Desktop,Germany,Social Media,1,1,0,0,0,0
session_1288,user_1746,Desktop,India,Direct,1,1,0,0,0,0
session_1289,user_2544,Mobile,USA,Direct,1,1,0,0,0,0
session_129,user_2755,Desktop,UK,Direct,1,1,0,0,0,0
session_1290,user_2557,Mobile,Australia,Google,1,1,1,0,0,0
session_1291,user_1406,Tablet,France,Google,1,1,1,1,1,1
session_1292,user_1180,Tablet,France,Google,1,1,1,1,1,1
session_1293,user_1281,Tablet,India,Email,1,1,1,1,1,1
session_1294,user_2941,Mobile,Canada,Social Media,1,1,0,0,0,0
session_1295,user_1642,Tablet,UK,Email,1,1,0,0,0,0
session_1296,user_2158,Mobile,Germany,Email,1,0,0,0,0,0
session_1297,user_1615,Desktop,France,Email,1,1,0,0,0,0
session_1298,user_1567,Mobile,Germany,Google,1,1,1,1,1,1
session_1299,user_1729,Tablet,India,Social Media,1,1,0,0,0,0
session_13,user_1058,Tablet,USA,Direct,1,1,1,0,0,0
session_130,user_1595,Desktop,Germany,Social Media,1,1,1,1,1,1
session_1300,user_1202,Tablet,India,Email,1,0,0,0,0,0
session_1301,user_1204,Mobile,Canada,Google,1,1,1,1,0,0
session_1302,user_1512,Tablet,Germany,Google,1,0,0,0,0,0
session_1303,user_2564,Desktop,USA,Direct,1,1,0,0,0,0
session_1304,user_1804,Desktop,USA,Direct,1,1,0,0,0,0
session_1305,user_1526,Mobile,Canada,Email,1,1,0,0,0,0
session_1306,user_2641,Mobile,UK,Direct,1,1,0,0,0,0
session_1307,user_1283,Tablet,Germany,Social Media,1,1,0,0,0,0
session_1308,user_1744,Tablet,Canada,Email,1,1,0,0,0,0
session_1309,user_2214,Tablet,Canada,Google,1,1,0,0,0,0
session_131,user_2498,Tablet,France,Social Media,1,1,0,0,0,0
session_1310,user_2683,Tablet,USA,Google,1,1,1,0,0,0
session_1311,user_2426,Tablet,France,Direct,1,1,1,1,1,1
session_1312,user_1570,Mobile,UK,Social Media,1,1,1,1,1,1
session_1313,user_2370,Tablet,Canada,Direct,1,0,0,0,0,0
session_1314,user_2893,Desktop,India,Direct,1,1,0,0,0,0
session_1315,user_1592,Tablet,Germany,Direct,1,0,0,0,0,0
session_1316,user_1299,Mobile,Germany,Email,1,1,0,0,0,0
session_1317,user_2292,Tablet,UK,Direct,1,1,0,0,0,0
session_1318,user_2785,Desktop,UK,Social Media,1,1,0,0,0,0
session_1319,user_2790,Desktop,Canada,Direct,1,1,1,1,1,1
session_132,user_1515,Mobile,Canada,Direct,1,0,0,0,0,0
session_1320,user_2398,Tablet,France,Social Media,1,1,0,0,0,0
session_1321,user_1106,Mobile,Australia,Social Media,1,1,1,1,1,1
session_1322,user_2560,Mobile,UK,Social Media,1,1,1,1,1,1
session_1323,user_1073,Mobile,USA,Direct,1,0,0,0,0,0
session_1324,user_2855,Desktop,Germany,Email,1,1,0,0,0,0
session_1325,user_2470,Tablet,USA,Email,1,1,0,0,0,0
session_1326,user_2922,Mobile,Germany,Email,1,0,0,0,0,0
session_1327,user_2925,Tablet,India,Social Media,1,0,0,0,0,0
session_1328,user_1348,Tablet,UK,Google,1,0,0,0,0,0
session_1329,user_2869,Desktop,India,Direct,1,0,0,0,0,0
session_133,user_2286,Tablet,UK,Email,1,1,0,0,0,0
session_1330,user_2985,Mobile,Canada,Social Media,1,0,0,0,0,0
session_1331,user_1576,Tablet,France,Social Media,1,1,1,1,1,1
session_1332,user_2502,Desktop,Germany,Email,1,1,0,0,0,0
session_1333,user_1276,Desktop,USA,Email,1,1,1,1,1,1
session_1334,user_2956,Mobile,Australia,Social Media,1,1,1,1,1,1
session_1335,user_2770,Desktop,USA,Email,1,1,1,1,1,1
session_1336,user_1807,Desktop,India,Email,1,1,0,0,0,0
session_1337,user_2843,Mobile,Canada,Google,1,0,0,0,0,0
session_1338,user_1967,Desktop,UK,Social Media,1,1,1,1,0,0
session_1339,user_2985,Mobile,France,Google,1,1,1,0,0,0
session_134,user_1372,Tablet,France,Email,1,1,0,0,0,0
session_1340,user_2948,Tablet,USA,Social Media,1,1,1,1,1,1
session_1341,user_2903,Mobile,USA,Google,1,1,1,0,0,0
session_1342,user_1512,Desktop,Australia,Direct,1,1,1,1,1,1
session_1343,user_1213,Mobile,France,Direct,1,1,0,0,0,0
session_1344,user_2045,Tablet,Australia,Email,1,1,1,1,1,1
session_1345,user_1620,Tablet,France,Social Media,1,1,0,0,0,0
session_1346,user_2029,Tablet,Canada,Social Media,1,1,0,0,0,0
session_1347,user_2203,Mobile,USA,Direct,1,1,0,0,0,0
session_1348,user_1971,Tablet,India,Direct,1,0,0,0,0,0
session_1349,user_1957,Tablet,USA,Google,1,1,0,0,0,0
session_135,user_1510,Mobile,India,Google,1,1,1,1,0,0
session_1350,user_2826,Tablet,USA,Social Media,1,1,1,1,1,1
session_1351,user_1774,Mobile,Canada,Email,1,1,0,0,0,0
session_1352,user_1381,Tablet,Canada,Google,1,1,0,0,0,0
session_1353,user_1961,Desktop,UK,Email,1,1,0,0,0,0
session_1354,user_2182,Desktop,India,Google,1,1,0,0,0,0
session_1355,user_2373,Mobile,Canada,Social Media,1,0,0,0,0,0
session_1356,user_1161,Desktop,France,Email,1,0,0,0,0,0
session_1357,user_1634,Tablet,Canada,Google,1,1,0,0,0,0
session_1358,user_1155,Mobile,France,Direct,1,1,0,0,0,0
session_1359,user_1384,Tablet,India,Direct,1,1,0,0,0,0
session_136,user_1390,Mobile,Canada,Social Media,1,1,0,0,0,0
session_1360,user_2122,Mobile,India,Email,1,1,0,0,0,0
session_1361,user_2545,Desktop,India,Email,1,0,0,0,0,0
session_1362,user_1878,Tablet,USA,Direct,1,1,0,0,0,0
session_1363,user_1198,Mobile,UK,Direct,1,1,0,0,0,0
session_1364,user_1602,Mobile,UK,Email,1,1,0,0,0,0
session_1365,user_1873,Desktop,Canada,Social Media,1,1,0,0,0,0
session_1366,user_1493,Tablet,France,Direct,1,1,0,0,0,0
session_1367,user_1683,Mobile,USA,Direct,1,1,0,0,0,0
